text,sentiment,category
funny ticket fair fare even know ride crazy,0.4215,pos
beth,0.0,neu
pay attention be po,-0.6124,neg
tech hi please share mobile number via look issue assist,0.5859,neu
hello tech apologize experience please mobile number check assist,0.4588,neu
came right nothing happening left going really going,0.0,neu
finished billion third track project add another set rail along nearly mile long island rail road governor,0.0,neu
campaign start least one month stop wod,-0.296,neu
hello everyone new video made check door chime short,0.0,neu
shot late text calling absolute mayhem,0.0,neu
love would great office sadly look like way buy high quality print person transit museum broadway found nice digital version museum store,0.8957,neu
work odd hour weekend constantly scrambling figure alternate route home fix properly despite rising cost commute construction today,-0.3182,neu
hey ford since bus,0.0,neu
one complaint remain brand state spent million reader bus back door allow door boarding decided use enforcement concern,-0.0772,neu
construction shuttle bus supposed stop stop drove right past waving one picked driver kept getting lost made several illegal turn correct mistake acceptable super dangerous,-0.8225,neu
due signal testing queen village departure time branch today tomorrow westbound min later usual see special schedule weekend,0.4019,neu
unsafe city daily occurrence shooting robbing lawlessness unruly mental issue unsound mind beggar overcrowded platform constant issue rude staff cop around much cop group chatting instead protecting mess,-0.6705,neu
hello thank getting touch,0.3612,neu
stopping,-0.1531,neg
put pro choice candidate ticket vote overthrow democracy give serious look,-0.0772,neu
congratulation,0.5994,pos
subway free like ferry yeah care fare sympathize often,0.8807,pos
game decent weather bar open get ko,0.0,neu
due weekend switch repair eastbound branch min usual today westbound leaving min later usual see special branch weekend schedule,0.4019,neu
recent support ally original tweet link,0.6124,pos
reduced service reduced service,0.0,neu
roi device model time minable coin income day miner,0.0,neu
subscription trip automatically day see list holiday still trip use see call book day prior,0.4019,neu
car multiple homeless individual sleeping taking several seat,0.0,neu
man amid surge subway attack new york transit,-0.4767,neu
optimal today mild trace rain snow wind morning evening major road currently dry wear light jacket good certain line part suspended,0.5267,neu
announcement stilling dainty,0.0,neu
first game fall classic college point game today,0.0,neu
business class ride fall review insider transit,0.0,neu
video earn big passive income mining rig click link learn money back miner,0.0772,neu
dude crack turn time track,0.0,neu
already late work extra late shuttle come min early run schedule run another min thanks morning going,0.4404,neu
hot pursuit bus rain contrast cinematic documentary grain darkroom,0.0,neu
hi street,0.0,neu
tweet record love truth,0.7579,pos
financial trouble time new management,-0.4019,neu
face billion budget gap year state comptroller via,0.0,neu
union square opposite track announcement sign nothing wait long til next one great service,0.6249,neu
die fire,-0.743,neg
cant remember show always function would recite picture sat foot away,0.0,neu
comptroller finance trouble knew via,-0.4019,neu
derrick real quiet,0.0,neu
get early early use thank later,0.3612,neu
research thanks thinking group,0.4404,neu
guy care one class people really starting show lorimer live get going time rest,0.4939,neu
please visit service change arrival time thank,0.5859,neu
please express bus driver work gate shouldnt waiting driver figure second time ill late work,-0.128,neu
time leaving street obviously,0.0,neu
today bus west valley stream perform switch repair bus departure time see special west weekend schedule,0.4019,neu
may wait longer bus much service bus operator available check travel,0.0,neu
woke tho sure gon na appear right come back sleep till still,0.3182,neu
crescent center parson archer sat sun service run broad crescent last stop,-0.296,neu
westbound customer station oyster bay east board bus westbound service available see bus departure time oyster bay branch,0.0,neu
support,0.4019,pos
tough decision await transit revenue fully rebound two year,-0.0258,neu
single step management open apex aggregate apical matrix dentist dental dentistry hygienist,0.0,neu
athletics tough fall sport football ouch,-0.128,neu
mel almost daily visit last year,0.0,neu
buckeye,0.0,neu
local express local express,0.0,neu
release id picture four suspect green alien like subway attack new york daily news transit,-0.4215,neu
concert,0.0,neu
museum thank,0.3612,pos
express local express local,0.0,neu
anyone looking drop ur budget pair bundle take ya,-0.2732,neu
person place thing former leader transit,0.0,neu
stopping,-0.1531,neg
local,0.0,neu
subway bash suspect blame victim brutal beating exclusive new york daily news transit,-0.9062,neg
television official broadcast community exceptional program people age background international channel different language visit,0.0,neu
forgot highlight calendar weekend event highlight thread last night solid event mix weekend,0.6597,neu
join glitter learn calendar speak movement original aim objective see square,0.5423,neu
dream dream,0.4588,pos
suspected green goblin gang member sought attack province transit,-0.6124,neu
service advisory east westbound service time please plan ahead travel time apologize inconvenience may cause,0.0516,neu
already stepping would taken two second get onto two second basically shut door everyone face schedule would affected stop bad behavior,-0.743,neu
kit panic good morning sorry connection across platform must proceed otherwise service affecting whole line information please visit,0.1531,neu
gon na,0.0,neu
conductor jerk uptown pull door open uptown door already open conductor shut door could get onto lovely,0.34,neu
boarding change boarding change,0.0,neu
light currently north service please plan ahead travel time assure working diligently restore normal time service appreciate,0.8225,neu
head call run,0.0,neu
refrigeration layoff secrecy looking point astounding,0.4215,neu
beginning another cup run today familiar opponent know script kick get ticket,0.0,neu
television official broadcast community exceptional program people age background international channel different language visit,0.0,neu
vintage air compressor groove standard finish,0.0,neu
part suspended part suspended,-0.7351,neg
line problematic active street street station,-0.0516,neu
pay per ride monthly unlimited unlimited card card may defective pay per ride card moment pay initial fare good one transfer within hour could defective,-0.6249,neu
surveillance camera every subway car subway car footage camera suitable urban area security initiative program dome camera compact design ce stable high definition image quality,0.5574,neu
air tap pay like every subway stop,-0.0258,neu
way hand drive federal crime yet anyone attack federal crime double standard hard working human,-0.8074,neg
forgotten ride share driver family support driver one driving doctor nurse hospital covid even get hero worker,0.765,neu
legit pay day going work say actually pay way transfer buy monthly unlimited able use subway day week weak commuter,-0.5719,neu
wrote document hierarchy mean slacking,0.0,neu
took account bagel tomorrow,0.0,neu
match day today marine welcome fa trophy game,0.4588,neu
sorry funny,0.3818,pos
con medium,0.0,neu
top,0.2023,pos
local express local express,0.0,neu
feel someone never disturb,0.3089,neu
island digital reader minute minute information rider,0.0,neu
event na vile,-0.6249,neg
express local express local,0.0,neu
taken hour go avenue avenue stupid shuttle bus driver told lost,-0.6908,neu
every time someone come smelling crazy get mad confused tired fighting life,-0.9062,neg
three subway attack hour via,-0.4767,neu
